GD1,SL1,SL2,GJ1,Poisson's Ratio,Initial Inner Friction Angle (degree) ,Initial Cohesion (MPa) ,Dilatancy Angle (degree) ,Young's Modulus (GPa) 
-2.969703946,-0.885603613,-1.720595967,-2.35718409,0.314,31.8,0.185,0.157142857,1.085
-0.514516572,-0.126509597,-0.19933182,-0.421726166,0.37,29.05714286,0.055,5.5,15.01357143
-0.472748338,-0.145016509,-0.234572371,-0.369227077,0.354,20.42857143,0.165,0.328571429,17.01928571
-0.559084737,-0.124905834,-0.196013045,-0.466916773,0.375142857,33.11428571,0.289285714,8.3,13.50928571
-1.848104627,0.32273516,0.720973253,-2.043213095,0.498571429,28.25714286,0.106428571,8.1,3.870714286
-0.472713491,0.109431272,0.261936733,-0.524421153,0.467142857,22.31428571,0.003571429,5.242857143,15.18071429
-0.583691714,-0.180432707,-0.300297718,-0.458018795,0.348857143,29.8,0.413571429,9.471428571,13.28642857
-1.960221204,0.083477812,0.197769487,-1.986626076,0.463714286,35.57142857,0.009285714,4.214285714,3.257857143
-0.42177723,-0.08170262,-0.115451729,-0.356356387,0.385428571,24.08571429,0.037857143,3.585714286,18.52357143
-0.929127722,0.015540178,0.073753615,-0.920588329,0.438,34.08571429,0.116428571,6.357142857,7.269285714
-0.636132824,-0.124546371,-0.195078515,-0.543559885,0.381428571,37.22857143,0.416428571,4.357142857,11.50357143
-0.554607874,0.042700316,0.127641094,-0.564730312,0.443142857,35.45714286,0.457857143,6.814285714,12.84071429
-1.35447032,0.083769156,0.206493301,-1.386481002,0.458,38.31428571,0.426428571,7.185714286,4.873571429
-0.713801585,-0.196106319,-0.329464815,-0.577418278,0.355714286,36.14285714,0.400714286,5.042857143,10.27785714
-1.23267048,-0.358315141,-0.636218567,-0.991916659,0.334571429,37.4,0.047857143,3.185714286,5.096428571
-4.473353539,-0.747731819,-1.559426632,-3.907607977,0.395714286,36.94285714,0.153571429,3.985714286,0.750714286
-0.991332727,-0.050115601,-0.055073058,-0.941091154,0.421428571,31.05714286,0.137857143,3.728571429,6.712142857
-1.976117546,-0.463182765,-0.857653015,-1.656939622,0.349428571,31.68571429,0.107857143,6.871428571,2.589285714
-1.422502072,-0.468153511,-0.841495907,-1.112885621,0.309428571,25.62857143,0.437857143,6.842857143,4.149285714
-0.649776608,-0.073400932,-0.097912163,-0.588097674,0.403142857,35.97142857,0.490714286,5.614285714,11.00214286
-1.379392642,-0.313969692,-0.559282052,-1.162580958,0.359714286,20.25714286,0.135,2.128571429,4.372142857
-1.506425961,-0.450203586,-0.812185982,-1.205718547,0.323142857,39.62857143,0.202142857,7.128571429,3.815
-0.443785821,-0.043832929,-0.042758565,-0.401003088,0.406571429,25.17142857,0.193571429,2.471428571,16.96357143
-0.675832281,0.109516657,0.263389599,-0.728265173,0.462571429,23.8,0.356428571,8.842857143,10.38928571
-0.473371695,-0.036613681,-0.028464977,-0.43488606,0.411142857,20.82857143,0.205,2.271428571,15.68214286
-0.927648235,-0.309402298,-0.540860057,-0.720804573,0.326,33.74285714,0.025,9.242857143,7.547857143
-0.831269738,-0.112707048,-0.173327941,-0.744077798,0.396857143,25.28571429,0.390714286,2.442857143,8.272142857
-1.372364054,-0.06934081,-0.098352457,-1.305800827,0.425428571,35.62857143,0.407857143,0.528571429,4.595
-0.652275948,-0.159098048,-0.26012107,-0.538748312,0.367142857,20.94285714,0.280714286,4.071428571,11.33642857
-0.395335304,0.069742908,0.179587253,-0.42154451,0.455714286,26.77142857,0.305,0.814285714,18.41214286
-0.468569467,-0.136650397,-0.218859563,-0.370070374,0.358571429,34.14285714,0.232142857,7.042857143,17.075
-2.188290315,-0.411519463,-0.773106064,-1.895630541,0.372285714,38.08571429,0.270714286,1.528571429,2.310714286
-1.452747373,-0.402009901,-0.722716462,-1.181832823,0.335714286,30.94285714,0.157857143,8.585714286,4.037857143
-0.463109701,0.096564792,0.235331965,-0.506623047,0.463142857,31.57142857,0.380714286,1.585714286,15.515
-1.186988101,0.259293155,0.581421238,-1.339019121,0.490571429,28.82857143,0.456428571,7.357142857,5.987857143
-0.406774604,0.177334118,0.40574327,-0.501071474,0.493428571,28.48571429,0.345,0.7,17.96642857
-0.54073221,-0.149870458,-0.243159688,-0.433743299,0.360285714,28.88571429,0.253571429,0.071428571,14.345
-0.478796149,-0.218549374,-0.372584036,-0.331415148,0.302,32.31428571,0.179285714,5.957142857,18.30071429
-0.660592824,0.177595399,0.406196669,-0.757446953,0.480857143,31.11428571,0.419285714,1.642857143,10.77928571
-2.755638884,-0.279027461,-0.546390213,-2.534582509,0.416285714,32.54285714,0.477857143,0.014285714,1.865
-0.544702451,-0.230059375,-0.393446551,-0.389761025,0.310571429,31.0,0.242142857,5.442857143,15.34785714
-0.485313149,-0.146177229,-0.236638879,-0.380996049,0.355142857,23.68571429,0.089285714,3.671428571,16.46214286
-1.695230354,-0.172506584,-0.304615349,-1.559530291,0.41,39.22857143,0.207857143,9.928571429,3.480714286
-0.515860826,0.170789214,0.391611613,-0.607408941,0.484285714,30.02857143,0.322142857,8.442857143,13.955
-1.262190403,0.007381432,0.053926723,-1.245517425,0.440857143,23.28571429,0.032142857,5.271428571,5.152142857
-0.650392395,-0.245589987,-0.421746801,-0.485053693,0.321428571,36.48571429,0.469285714,8.214285714,12.06071429
-0.50891685,-0.090907693,-0.131966305,-0.4375305,0.387714286,38.6,0.225,7.728571429,14.84642857
-0.756456327,-0.041589465,-0.036887086,-0.713524187,0.418,27.34285714,0.182142857,9.414285714,9.163571429
-0.750739479,0.031129717,0.105344212,-0.753126869,0.440285714,39.51428571,0.312142857,1.442857143,9.219285714
-0.635164955,0.002389637,0.048582415,-0.620096678,0.43,28.65714286,0.187857143,6.3,11.11357143
-0.689487086,-0.18000821,-0.299330029,-0.563024874,0.360857143,34.94285714,0.267857143,5.642857143,10.66785714
-0.509138129,-0.198086916,-0.333886235,-0.373642386,0.325428571,35.68571429,0.170714286,8.157142857,16.295
-0.690964025,-0.163964792,-0.269273879,-0.5741336,0.368285714,30.2,0.283571429,6.785714286,10.55642857
-2.144288227,-0.026657637,-0.030569798,-2.09557133,0.447714286,32.2,0.133571429,9.728571429,2.812142857
-0.804637244,0.160609471,0.369763817,-0.890329976,0.474,27.8,0.027857143,8.271428571,8.717857143
-0.413940189,-0.079436762,-0.111255284,-0.349905403,0.386,34.48571429,0.059285714,0.042857143,18.91357143
-1.537805692,-0.447259495,-0.808103389,-1.238181696,0.326571429,29.57142857,0.282142857,7.071428571,3.703571429
-0.625901217,0.115097635,0.274748154,-0.681893612,0.464857143,37.17142857,0.016428571,2.871428571,11.28071429
-0.502178299,-0.167837935,-0.277206296,-0.384790644,0.344285714,33.4,0.346428571,1.042857143,16.07214286
-0.417004275,0.064266786,0.168968196,-0.440024132,0.452857143,26.6,0.210714286,1.757142857,17.40928571
-2.452190375,0.151300623,0.335533362,-2.521088843,0.478,29.85714286,0.417857143,1.157142857,2.645
-0.41724696,0.183654668,0.419646649,-0.515854599,0.494571429,28.14285714,0.269285714,5.785714286,17.52071429
-1.951703725,0.032508031,0.093010734,-1.944162429,0.455142857,29.68571429,0.397857143,3.757142857,3.202142857
-0.584110055,-0.164681913,-0.270760643,-0.467864857,0.357428571,39.97142857,0.206428571,2.614285714,13.11928571
-0.443910598,0.205691068,0.468560516,-0.557503702,0.499142857,23.22857143,0.110714286,1.985714286,16.51785714
-0.451027956,-0.063263854,-0.079903554,-0.396535291,0.397428571,35.85714286,0.197857143,6.185714286,16.85214286
-1.55977997,-0.263189566,-0.471193784,-1.370478402,0.383142857,21.34285714,0.292142857,8.814285714,3.759285714
-0.472482454,0.060029645,0.161353713,-0.493211644,0.45,20.02857143,0.330714286,4.442857143,15.23642857
-0.378122519,0.1385506,0.321719322,-0.447037156,0.482571429,35.4,0.379285714,6.442857143,19.24785714
-2.36851221,-0.515086689,-0.975150093,-2.007950839,0.356285714,39.0,0.082142857,1.842857143,1.976428571
-0.414650731,0.139695907,0.324586147,-0.484917149,0.480285714,31.28571429,0.102142857,7.928571429,17.465
-0.643126783,-0.258317444,-0.445499025,-0.470253602,0.312285714,34.54285714,0.067857143,1.185714286,12.395
-1.094413428,-0.198766182,-0.338747088,-0.951706828,0.380857143,37.45714286,0.373571429,9.7,5.932142857
-1.158294376,-0.390195281,-0.692536599,-0.89982782,0.315142857,23.11428571,0.480714286,5.1,5.597857143
-1.119271711,0.219372063,0.494023927,-1.243787037,0.483714286,35.34285714,0.396428571,2.842857143,6.266428571
-0.678886354,-0.072074538,-0.095357994,-0.617810197,0.404857143,31.97142857,0.092142857,8.985714286,10.445
-0.977728735,-0.233233743,-0.400867049,-0.815825484,0.362,21.74285714,0.327857143,1.014285714,6.879285714
-0.481963406,0.13711574,0.319763208,-0.551389893,0.475714286,28.42857143,0.355,6.671428571,14.90214286
-0.550372426,0.160094348,0.368773718,-0.635207283,0.479714286,27.57142857,0.223571429,5.557142857,13.00785714
-0.541275398,0.049235666,0.140547399,-0.555463333,0.445428571,33.05714286,0.013571429,0.785714286,13.175
-0.399414229,-0.076130802,-0.105186882,-0.337408437,0.386571429,24.42857143,0.166428571,9.442857143,19.69357143
-3.660815853,-0.901538102,-1.818090781,-3.011952106,0.351714286,39.85714286,0.105,2.357142857,0.806428571
-0.593492048,-0.042557133,-0.038892188,-0.550959222,0.412857143,34.88571429,0.369285714,7.871428571,12.11642857
-2.896310565,-0.561802855,-1.095002088,-2.492930787,0.369428571,37.62857143,0.042142857,9.357142857,1.475
-1.028447514,0.014635891,0.071125846,-1.01854906,0.439142857,21.22857143,0.332142857,2.1,6.489285714
-4.022388497,0.158884954,0.342028727,-4.087041543,0.49,25.85714286,0.482142857,4.9,1.586428571
-0.626844077,-0.064978415,-0.081842163,-0.570447362,0.405428571,31.85714286,0.372142857,4.785714286,11.44785714
-0.393396257,0.180624331,0.413019876,-0.489549005,0.495714286,21.62857143,0.359285714,2.071428571,18.635
-0.998676996,-0.291504978,-0.50885163,-0.801533139,0.340857143,37.8,0.083571429,1.5,6.767857143
-0.392986702,-0.017585823,0.007021917,-0.366026651,0.417428571,33.68571429,0.423571429,0.871428571,19.19214286
-0.762272312,-0.237035463,-0.405839599,-0.600804829,0.341428571,29.45714286,0.466428571,4.728571429,9.609285714
-0.509611565,-0.223695548,-0.381882228,-0.358835314,0.306571429,36.31428571,0.302142857,5.128571429,16.79642857
-0.683735637,-0.118380243,-0.183418294,-0.594481419,0.387142857,23.34285714,0.156428571,1.871428571,10.50071429
-0.606456864,-0.213226104,-0.361544847,-0.460937789,0.333428571,39.11428571,0.240714286,2.728571429,12.95214286
-0.560869653,0.018003669,0.078809827,-0.555657167,0.434571429,34.31428571,0.340714286,2.5,12.72928571
-0.969916734,0.16415896,0.376558186,-1.057551764,0.473428571,30.6,0.342142857,1.128571429,7.157857143
-0.495024637,0.049823221,0.141216544,-0.509493555,0.446,26.08571429,0.145,4.585714286,14.51214286
-0.552512676,-0.200368292,-0.337808745,-0.415223188,0.332285714,38.94285714,0.462142857,9.014285714,14.56785714
-0.666657248,-0.132177713,-0.209466795,-0.569214046,0.380285714,28.54285714,0.316428571,0.957142857,10.89071429
-1.716060388,0.002321975,0.036226273,-1.6912652,0.446571429,25.91428571,0.310714286,5.014285714,3.647857143
-0.442896833,-0.146271323,-0.237242828,-0.338877366,0.348285714,32.6,0.035,4.042857143,18.57928571
-1.148577794,0.075414209,0.191699062,-1.176761643,0.454571429,37.05714286,0.360714286,6.642857143,5.820714286
-0.534753038,0.054121032,0.150248671,-0.551980662,0.447142857,32.71428571,0.000714286,8.128571429,13.34214286
-0.447175466,-0.016890176,0.009311857,-0.420669312,0.419142857,38.2,0.045,4.928571429,16.57357143
-0.663276339,-0.262513795,-0.453219021,-0.487675078,0.313428571,38.77142857,0.246428571,5.871428571,11.89357143
-0.876797726,-0.270946351,-0.469421406,-0.693619764,0.338,31.91428571,0.309285714,9.814285714,8.049285714
-0.44957382,-0.007898481,0.026820882,-0.428525186,0.423142857,30.71428571,0.307857143,0.214285714,16.40642857
-0.578141757,0.193258056,0.440226553,-0.685002981,0.487714286,21.0,0.430714286,6.957142857,12.45071429
-0.489517127,-0.196046611,-0.330249331,-0.355433843,0.322571429,33.17142857,0.236428571,8.785714286,17.18642857
-0.755070604,-0.254873963,-0.438941164,-0.58300637,0.331714286,26.48571429,0.382142857,4.842857143,9.832142857
-1.784839991,-0.345591438,-0.632454171,-1.541114532,0.371142857,22.2,0.392142857,9.385714286,3.090714286
-0.492045446,-0.053555581,-0.060826093,-0.443257626,0.404285714,25.8,0.063571429,8.5,15.125
-0.663873148,-0.27452092,-0.475575778,-0.481082241,0.306,30.31428571,0.006428571,4.871428571,12.005
-0.983613437,-0.351646043,-0.619112728,-0.750787124,0.312857143,38.14285714,0.255,3.557142857,7.046428571
-0.414671577,-0.013938692,0.014501871,-0.389937959,0.419714286,23.74285714,0.287857143,4.3,18.02214286
-0.497138333,0.045130561,0.131882151,-0.508701059,0.444285714,34.2,0.463571429,9.071428571,14.45642857
-1.077368916,0.009447543,0.060364775,-1.063757352,0.438571429,37.74285714,0.499285714,7.385714286,6.155
-0.766201738,0.232487997,0.525285259,-0.900258628,0.491142857,26.88571429,0.440714286,6.1,9.386428571
-0.420178561,-0.052857026,-0.06042934,-0.372021859,0.400857143,38.02857143,0.079285714,1.7,18.18928571
-0.913995448,-0.114615553,-0.177709863,-0.824774283,0.399714286,38.48571429,0.220714286,2.242857143,7.380714286
-0.630954341,0.203349953,0.46204517,-0.744859208,0.488285714,20.31428571,0.489285714,9.3,11.39214286
-1.033454324,-0.197777353,-0.335802258,-0.892184547,0.378,21.97142857,0.443571429,5.814285714,6.377857143
-0.462171922,0.001065183,0.044488579,-0.446586638,0.427142857,32.88571429,0.212142857,4.328571429,15.84928571
-0.887595948,0.079420085,0.201717879,-0.920045082,0.454,37.85714286,0.439285714,5.585714286,7.715
-0.775934995,-0.006539736,0.03115721,-0.754600452,0.429428571,39.68571429,0.286428571,8.757142857,8.885
-0.758856328,0.00762716,0.058956895,-0.746464643,0.433428571,25.97142857,0.465,0.5,9.107857143
-0.416902988,0.088419589,0.217952234,-0.454908908,0.462,21.11428571,0.019285714,5.328571429,17.35357143
-0.406616632,0.115309037,0.273234153,-0.461336427,0.472285714,37.51428571,0.365,1.385714286,17.79928571
-1.621276035,-0.458723846,-0.832385567,-1.313009938,0.328857143,20.77142857,0.196428571,9.842857143,3.425
-0.533151303,-0.236142517,-0.404955219,-0.374697292,0.303142857,24.02857143,0.129285714,0.671428571,15.96071429
-0.786990715,-0.253530386,-0.436560361,-0.615354769,0.336285714,27.28571429,0.367857143,2.557142857,9.275
-0.73615836,0.073592618,0.190281617,-0.765486448,0.452285714,36.37142857,0.057857143,0.642857143,9.442142857
-1.264252875,-0.398347363,-0.71000355,-0.999104475,0.322,22.88571429,0.300714286,6.214285714,4.929285714
