0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.41742858,33.685715,0.42357144,0.87142885,19.192142,0.41742858,33.685715,0.42357144,0.87142885,19.192142,0.41742858,33.685715,0.42357144,0.87142885,19.192142,0.41742858,33.685715,0.42357144,0.87142885,19.192142
0.47914284,39.8,0.45499998,9.214286,8.160714,0.47914284,39.8,0.45499998,9.214286,8.160714,0.47914284,39.8,0.45499998,9.214286,8.160714,0.47914284,39.8,0.45499998,9.214286,8.160714
0.41285715,34.885715,0.3692857,7.8714285,12.116428,0.41285715,34.885715,0.3692857,7.8714285,12.116428,0.41285715,34.885715,0.3692857,7.8714285,12.116428,0.41285715,34.885715,0.3692857,7.8714285,12.116428
0.35685715,32.771427,0.14785714,5.4714284,6.545,0.35685715,32.771427,0.14785714,5.4714284,6.545,0.35685715,32.771427,0.14785714,5.4714284,6.545,0.35685715,32.771427,0.14785714,5.4714284,6.545
0.44942856,24.37143,0.23357143,8.7,19.526428,0.44942856,24.37143,0.23357143,8.7,19.526428,0.44942856,24.37143,0.23357143,8.7,19.526428,0.44942856,24.37143,0.23357143,8.7,19.526428
0.4522857,36.37143,0.057857145,0.64285696,9.4421425,0.4522857,36.37143,0.057857145,0.64285696,9.4421425,0.4522857,36.37143,0.057857145,0.64285696,9.4421425,0.4522857,36.37143,0.057857145,0.64285696,9.4421425
0.41114286,20.828571,0.205,2.2714288,15.682143,0.41114286,20.828571,0.205,2.2714288,15.682143,0.41114286,20.828571,0.205,2.2714288,15.682143,0.41114286,20.828571,0.205,2.2714288,15.682143
0.45685714,35.228573,0.395,4.4142857,18.245,0.45685714,35.228573,0.395,4.4142857,18.245,0.45685714,35.228573,0.395,4.4142857,18.245,0.45685714,35.228573,0.395,4.4142857,18.245
0.4277143,26.2,0.08785715,9.271428,16.740715,0.4277143,26.2,0.08785715,9.271428,16.740715,0.4277143,26.2,0.08785715,9.271428,16.740715,0.4277143,26.2,0.08785715,9.271428,16.740715
0.42542857,35.62857,0.40785715,0.5285715,4.5950003,0.42542857,35.62857,0.40785715,0.5285715,4.5950003,0.42542857,35.62857,0.40785715,0.5285715,4.5950003,0.42542857,35.62857,0.40785715,0.5285715,4.5950003
0.31514284,23.114286,0.4807143,5.1,5.597857,0.31514284,23.114286,0.4807143,5.1,5.597857,0.31514284,23.114286,0.4807143,5.1,5.597857,0.31514284,23.114286,0.4807143,5.1,5.597857
0.4037143,30.257143,0.096428566,1.4714285,7.9935718,0.4037143,30.257143,0.096428566,1.4714285,7.9935718,0.4037143,30.257143,0.096428566,1.4714285,7.9935718,0.4037143,30.257143,0.096428566,1.4714285,7.9935718
0.38314286,21.342857,0.29214287,8.814286,3.759286,0.38314286,21.342857,0.29214287,8.814286,3.759286,0.38314286,21.342857,0.29214287,8.814286,3.759286,0.38314286,21.342857,0.29214287,8.814286,3.759286
0.33342856,39.114285,0.24071428,2.7285714,12.952143,0.33342856,39.114285,0.24071428,2.7285714,12.952143,0.33342856,39.114285,0.24071428,2.7285714,12.952143,0.33342856,39.114285,0.24071428,2.7285714,12.952143
0.3162857,22.828571,0.05357142,9.757143,12.617857,0.3162857,22.828571,0.05357142,9.757143,12.617857,0.3162857,22.828571,0.05357142,9.757143,12.617857,0.3162857,22.828571,0.05357142,9.757143,12.617857
0.40485713,31.971428,0.09214287,8.985714,10.445,0.40485713,31.971428,0.09214287,8.985714,10.445,0.40485713,31.971428,0.09214287,8.985714,10.445,0.40485713,31.971428,0.09214287,8.985714,10.445
0.378,21.971428,0.44357142,5.8142858,6.377857,0.378,21.971428,0.44357142,5.8142858,6.377857,0.378,21.971428,0.44357142,5.8142858,6.377857,0.378,21.971428,0.44357142,5.8142858,6.377857
0.37571427,34.42857,0.09357143,9.099999,18.077858,0.37571427,34.42857,0.09357143,9.099999,18.077858,0.37571427,34.42857,0.09357143,9.099999,18.077858,0.37571427,34.42857,0.09357143,9.099999,18.077858
0.32828572,28.942858,0.25928572,6.5285716,14.066428,0.32828572,28.942858,0.25928572,6.5285716,14.066428,0.32828572,28.942858,0.25928572,6.5285716,14.066428,0.32828572,28.942858,0.25928572,6.5285716,14.066428
0.46371427,35.57143,0.009285723,4.214286,3.2578568,0.46371427,35.57143,0.009285723,4.214286,3.2578568,0.46371427,35.57143,0.009285723,4.214286,3.2578568,0.46371427,35.57143,0.009285723,4.214286,3.2578568
0.32657143,29.571428,0.28214285,7.071429,3.7035713,0.32657143,29.571428,0.28214285,7.071429,3.7035713,0.32657143,29.571428,0.28214285,7.071429,3.7035713,0.32657143,29.571428,0.28214285,7.071429,3.7035713
0.3717143,27.914286,0.26642856,2.9,4.260714,0.3717143,27.914286,0.26642856,2.9,4.260714,0.3717143,27.914286,0.26642856,2.9,4.260714,0.3717143,27.914286,0.26642856,2.9,4.260714
0.38542858,24.085714,0.037857134,3.5857143,18.523571,0.38542858,24.085714,0.037857134,3.5857143,18.523571,0.38542858,24.085714,0.037857134,3.5857143,18.523571,0.38542858,24.085714,0.037857134,3.5857143,18.523571
0.36314285,39.742855,0.22214286,4.157143,6.656429,0.36314285,39.742855,0.22214286,4.157143,6.656429,0.36314285,39.742855,0.22214286,4.157143,6.656429,0.36314285,39.742855,0.22214286,4.157143,6.656429
0.32142857,36.485714,0.46928573,8.214286,12.060715,0.32142857,36.485714,0.46928573,8.214286,12.060715,0.32142857,36.485714,0.46928573,8.214286,12.060715,0.32142857,36.485714,0.46928573,8.214286,12.060715
0.41,39.228573,0.20785715,9.928572,3.4807143,0.41,39.228573,0.20785715,9.928572,3.4807143,0.41,39.228573,0.20785715,9.928572,3.4807143,0.41,39.228573,0.20785715,9.928572,3.4807143
0.41628572,32.54286,0.47785714,0.014285925,1.8650004,0.41628572,32.54286,0.47785714,0.014285925,1.8650004,0.41628572,32.54286,0.47785714,0.014285925,1.8650004,0.41628572,32.54286,0.47785714,0.014285925,1.8650004
0.30314285,24.028572,0.12928571,0.67142856,15.960714,0.30314285,24.028572,0.12928571,0.67142856,15.960714,0.30314285,24.028572,0.12928571,0.67142856,15.960714,0.30314285,24.028572,0.12928571,0.67142856,15.960714
0.41457143,21.571428,0.11928571,5.928571,9.665,0.41457143,21.571428,0.11928571,5.928571,9.665,0.41457143,21.571428,0.11928571,5.928571,9.665,0.41457143,21.571428,0.11928571,5.928571,9.665
0.43,28.657143,0.18785715,6.3,11.113571,0.43,28.657143,0.18785715,6.3,11.113571,0.43,28.657143,0.18785715,6.3,11.113571,0.43,28.657143,0.18785715,6.3,11.113571
0.3305714,20.542856,0.43642858,0.099999785,2.9792857,0.3305714,20.542856,0.43642858,0.099999785,2.9792857,0.3305714,20.542856,0.43642858,0.099999785,2.9792857,0.3305714,20.542856,0.43642858,0.099999785,2.9792857
0.42657143,35.0,0.33642858,8.614285,19.805,0.42657143,35.0,0.33642858,8.614285,19.805,0.42657143,35.0,0.33642858,8.614285,19.805,0.42657143,35.0,0.33642858,8.614285,19.805
