0,1,2,3,4
0.85697937,0.8558709,0.41576803,0.39447567,0.84311694
0.08853548,-0.03357185,1.405492,1.422932,-0.23592961
0.52868795,0.52418536,0.29451078,0.28124163,0.50997084
-0.16647185,-0.11014752,-0.7353275,-0.71081257,-0.01564768
0.88526314,0.85648584,0.75715524,0.7345479,0.7976337
0.2950975,0.23168437,0.858518,0.84643346,0.123511605
0.72536343,0.7264968,0.32337135,0.30695736,0.71907043
0.8479436,0.80901676,0.8554128,0.8362343,0.7337664
0.7804818,0.7675945,0.5158936,0.4955088,0.7363429
-0.74657494,-0.78955805,0.16445291,0.13459983,-0.8498357
-0.39607432,-0.29279834,-1.3935723,-1.3307859,-0.11849715
0.102273814,0.10275437,0.039493684,0.03189921,0.102256864
-1.0534348,-1.0258956,-0.77685004,-0.7849069,-0.9663488
0.50746036,0.5723035,-0.53423434,-0.5144891,0.67213964
0.46665642,0.5443242,-0.7053428,-0.6763855,0.66567874
0.38887012,0.39101917,0.1511783,0.14198482,0.38954243
-0.1916712,-0.15970051,-0.4592173,-0.45100236,-0.10472821
0.78604895,0.81608844,0.009796028,0.0017005805,0.8554481
0.5653213,0.63184905,-0.52789956,-0.5089574,0.73374563
-1.7090853,-1.8569542,0.9065192,0.8649001,-2.0763056
-1.0174559,-0.9129708,-1.6706684,-1.6157984,-0.72802347
-0.8101047,-0.76682276,-0.8587796,-0.8503721,-0.68489265
0.8098401,0.8329136,0.10442566,0.092429355,0.8605374
-0.14146164,-0.09234876,-0.6390222,-0.6196191,-0.009992312
0.43552384,0.5108277,-0.6913889,-0.66296005,0.62869614
-1.2752105,-1.2938507,-0.33650592,-0.37408876,-1.3069156
-3.0114388,-3.0466187,-0.85375667,-0.9703575,-3.0634198
0.62748504,0.7062725,-0.6455133,-0.6215484,0.82749724
0.31690526,0.30656898,0.2630837,0.2509805,0.28549913
0.46045604,0.43433747,0.5127661,0.49697277,0.38542345
-1.4104815,-1.3029891,-1.86578,-1.8220909,-1.1075118
